hani	latn
霏	ꝑyui
䬠	ꝑyui
妃	ꝑyui
菲	ꝑyui
䩁	ꝑyui
婓	ꝑyui
騑	ꝑyui
裶	ꝑyui
𥇖	ꝑyui
猆	pyui
飛	pyui
扉	pyui
緋	pyui
𩙲	pyui
非	pyui
馡	pyui
𩹉	pyui
騛	pyui
騑	pyui
誹	pyui
餥	pyui
肥	byui
腓	byui
䈈	byui
淝	byui
𤷂	byui
痱	byui
蜰	byui
𩇯	byui
蟦	byui
賁	byui
裴	byui
威	qyui
葳	qyui
隇	qyui
㟪	qyui
蝛	qyui
鰄	qyui
媁	qyui
楲	qyui
祈	civi
頎	civi
旂	civi
𩴆	civi
畿	civi
㙨	civi
崎	civi
碕	civi
圻	civi
刏	civi
𧰙	civi
𦠄	civi
俟	civi
幾	civi
蚚	civi
玂	civi
蟣	civi
岓	civi
𪙧	civi
機	kivi
譏	kivi
蘄	kivi
嘰	kivi
𦺬	kivi
磯	kivi
鞿	kivi
饑	kivi
禨	kivi
幾	kivi
䟇	kivi
鐖	kivi
僟	kivi
璣	kivi
刏	kivi
𧗇	kivi
希	xivi
晞	xivi
莃	xivi
鵗	xivi
睎	xivi
稀	xivi
豨	xivi
𧻶	xivi
桸	xivi
悕	xivi
俙	xivi
欷	xivi
依	qivi
郼	qivi
衣	qivi
繶	qivi
㛄	qivi
㐆	qivi
䧇	qivi
㥋	qivi
沂	givi
溰	givi
巍	gyui
犩	gyui
歸	kyui
㱕	kyui
騩	kyui
蘬	ꝁyui
𧢦	ꝁyui
魚	gio
𩺰	gio
漁	gio
𩼪	gio
䰻	gio
	gio
齬	gio
鋙	gio
䁩	gio
衙	gio
初	ṯrio
𠿝	ṯrio
書	šio
鵨	šio
瑹	šio
舒	šio
𦺗	šio
紓	šio
𨛭	šio
居	kio
𡨢	kio
据	kio
裾	kio
琚	kio
䝻	kio
鶋	kio
車	kio
蜛	kio
崌	kio
椐	kio
涺	kio
𦱅	kio
腒	kio
渠	cio
𨎶	cio
𦄽	cio
璩	cio
磲	cio
蕖	cio
籧	cio
𥴧	cio
淭	cio
醵	cio
腒	cio
𪆫	cio
螶	cio
蟝	cio
䝣	cio
豦	cio
蘧	cio
鐻	cio
璖	cio
𨞙	cio
㯫	cio
䟊	cio
𦼫	cio
䆽	cio
𧝔	cio
懅	cio
余	jio
蜍	jio
藇	jio
㶛	jio
餘	jio
輿	jio
旟	jio
鵌	jio
璵	jio
艅	jio
畬	jio
𤰩	jio
𤄕	jio
歟	jio
與	jio
譽	jio
嬩	jio
舁	jio
擧	jio
妤	jio
伃	jio
㦛	jio
𪋮	jio
予	jio
㺞	jio
𩦡	jio
𧾚	jio
狳	jio
鸒	jio
雓	jio
胥	sio
䱬	sio
䈝	sio
稰	sio
楈	sio
藇	sio
諝	sio
㥠	sio
湑	sio
蝑	sio
揟	sio
疽	ṯio
岨	ṯio
砠	ṯio
䢸	ṯio
趄	ṯio
苴	ṯio
沮	ṯio
狙	ṯio
䏣	ṯio
蛆	ṯio
雎	ṯio
蒩	ṯio
𣻐	ṯio
伹	ṯio
坥	ṯio
𡳆	ṯio
鉏	d̦rio
鋤	d̦rio
耡	d̦rio
豠	d̦rio
𧱑	d̦rio
𪆷	d̦rio
攄	ŧrio
㯉	ŧrio
筡	ŧrio
摴	ŧrio
䟽	srio
梳	srio
綀	srio
蔬	srio
踈	srio
𥿇	srio
釃	srio
𦌿	srio
𤕟	srio
㽰	srio
疋	srio
虚	xio
驉	xio
歔	xio
噓	xio
魖	xio
𥛳	xio
徐	zio
䣄	zio
䍱	zio
俆	zio
於	qio
扵	qio
箊	qio
淤	qio
唹	qio
豬	trio
䐗	trio
猪	trio
瀦	trio
櫫	trio
藸	trio
臚	lio
閭	lio
䰕	lio
廬	lio
蘆	lio
櫚	lio
驢	lio
藘	lio
䕡	lio
爈	lio
𤁵	lio
㠠	lio
櫖	lio
璷	lio
䮉	lio
𥶆	lio
𢣻	lio
諸	tio
櫧	tio
㶆	tio
藷	tio
𧄔	tio
䃴	tio
蠩	tio
除	drio
躇	drio
儲	drio
涂	drio
篨	drio
𦿀	drio
宁	drio
㾻	drio
著	drio
滁	drio
蒢	drio
屠	drio
藸	drio
如	nio
蒘	nio
𨚴	nio
洳	nio
鴽	nio
𨾵	nio
𡫽	nio
茹	nio
且	țio
蛆	țio
苴	țio
沮	țio
虚	ꝁio
墟	ꝁio
𥬔	ꝁio
袪	ꝁio
阹	ꝁio
椐	ꝁio
胠	ꝁio
魼	ꝁio
㠊	ꝁio
𢴮	ꝁio
㭕	ꝁio
䒧	ꝁio
菹	țrio
𧄗	țrio
䶥	țrio
沮	țrio
蜍	dio
𧄔	dio
袽	nrio
帤	nrio
𣭠	nrio
蒘	nrio
𣖹	nrio
挐	nrio
虞	gyo
𩦢	gyo
愚	gyo
娛	gyo
湡	gyo
堣	gyo
𪃍	gyo
嵎	gyo
髃	gyo
禺	gyo
隅	gyo
䴁	gyo
鰅	gyo
鍝	gyo
澞	gyo
𧍪	gyo
㷒	gyo
齵	gyo
鸆	gyo
𨜖	gyo
芻	ṯryo
犓	ṯryo
無	myo
毋	myo
瞴	myo
膴	myo
蕪	myo
誣	myo
巫	myo
莁	myo
璑	myo
𨼊	myo
䉑	myo
鷡	myo
𦌬	myo
蝥	myo
𢜮	myo
无	myo
𢃀	myo
譕	myo
墲	myo
鵐	myo
憮	myo
䍢	myo
于	hyo
迂	hyo
盂	hyo
邘	hyo
雩	hyo
𦏴	hyo
竽	hyo
玗	hyo
芋	hyo
汙	hyo
䣿	hyo
杅	hyo
釪	hyo
𧘘	hyo
骬	hyo
𠌶	hyo
謣	hyo
䩒	hyo
䢓	hyo
𦱃	hyo
訏	xyo
吁	xyo
雩	xyo
欨	xyo
㽳	xyo
盱	xyo
𧙆	xyo
𥈈	xyo
姁	xyo
𦀒	xyo
扜	xyo
𠌶	xyo
荂	xyo
𢖳	xyo
䣿	xyo
旴	xyo
䩒	xyo
㰭	xyo
虖	xyo
𥈸	xyo
衢	cyo
劬	cyo
軥	cyo
氍	cyo
眗	cyo
䧁	cyo
臞	cyo
癯	cyo
鴝	cyo
鸜	cyo
灈	cyo
躣	cyo
忂	cyo
𩢳	cyo
鼩	cyo
蘧	cyo
斪	cyo
句	cyo
蠷	cyo
瞿	cyo
欋	cyo
葋	cyo
翵	cyo
翑	cyo
蚼	cyo
𪓞	cyo
𧾱	cyo
䞤	cyo
𠣪	cyo
絇	cyo
𡱺	cyo
𥃔	cyo
𥗫	cyo
戵	cyo
鑺	cyo
姁	cyo
儒	nyo
獳	nyo
濡	nyo
襦	nyo
懦	nyo
嚅	nyo
鱬	nyo
𪋯	nyo
嬬	nyo
繻	nyo
顬	nyo
䞕	nyo
臑	nyo
醹	nyo
㼱	nyo
䰰	nyo
須	syo
鬚	syo
嬃	syo
𩓣	syo
𥪥	syo
繻	syo
𢄼	syo
𪋯	syo
需	syo
娶	syo
緰	syo
蕦	syo
鑐	syo
隃	syo
株	tryo
誅	tryo
邾	tryo
鼄	tryo
蛛	tryo
跦	tryo
袾	tryo
列	tryo
㦵	tryo
鴸	tryo
𪏿	tryo
貙	ŧryo
𤠾	ŧryo
殊	dyo
銖	dyo
洙	dyo
茱	dyo
㼡	dyo
殳	dyo
𢎦	dyo
㸡	dyo
𦤂	dyo
陎	dyo
几	dyo
杸	dyo
逾	jyo
踰	jyo
窬	jyo
臾	jyo
楰	jyo
腴	jyo
諛	jyo
隃	jyo
鄃	jyo
覦	jyo
𨵦	jyo
俞	jyo
歈	jyo
愉	jyo
𢋅	jyo
揄	jyo
褕	jyo
瑜	jyo
崳	jyo
㥚	jyo
羭	jyo
蝓	jyo
榆	jyo
萸	jyo
堬	jyo
牏	jyo
渝	jyo
媮	jyo
𤜹	jyo
㳛	jyo
𤧙	jyo
瘉	jyo
螸	jyo
蕍	jyo
𦺮	jyo
䩱	jyo
䜽	jyo
萮	jyo
𧃠	jyo
舀	jyo
㼶	jyo
騟	jyo
𢔢	jyo
𥯮	jyo
𥔢	jyo
區	ꝁyo
鰸	ꝁyo
驅	ꝁyo
敺	ꝁyo
嶇	ꝁyo
軀	ꝁyo
摳	ꝁyo
䧢	ꝁyo
朱	tyo
珠	tyo
侏	tyo
絑	tyo
秼	tyo
咮	tyo
鴸	tyo
鮢	tyo
𤝹	tyo
硃	tyo
趨	ṯyo
趍	ṯyo
鯫	ṯyo
慺	lyo
蔞	lyo
氀	lyo
瞜	lyo
䱾	lyo
㟺	lyo
䝏	lyo
㺏	lyo
摟	lyo
鷜	lyo
鏤	lyo
䣚	lyo
婁	lyo
瘻	lyo
𤗬	lyo
膢	lyo
扶	byo
𢺻	byo
芙	byo
符	byo
颫	byo
鳧	byo
榑	byo
苻	byo
蚨	byo
夫	byo
𦽏	byo
𣿆	byo
枹	byo
瓿	byo
𧥱	byo
枎	byo
坿	byo
泭	byo
𣻜	byo
𤱽	byo
𣘧	byo
𣻥	byo
𢞦	byo
𦑹	byo
𦔾	byo
玸	byo
䅳	d̦ryo
雛	d̦ryo
鶵	d̦ryo
媰	d̦ryo
㑳	țryo
搊	țryo
敷	ꝑyo
麩	ꝑyo
麱	ꝑyo
孚	ꝑyo
𣞒	ꝑyo
郛	ꝑyo
鄜	ꝑyo
鋪	ꝑyo
筟	ꝑyo
俘	ꝑyo
痡	ꝑyo
殍	ꝑyo
怤	ꝑyo
䎔	ꝑyo
𧀮	ꝑyo
孵	ꝑyo
豧	ꝑyo
尃	ꝑyo
䱐	ꝑyo
罦	ꝑyo
稃	ꝑyo
𥹃	ꝑyo
莩	ꝑyo
泭	ꝑyo
郙	ꝑyo
㕊	ꝑyo
桴	ꝑyo
䒀	ꝑyo
㩤	ꝑyo
姇	ꝑyo
荂	ꝑyo
紨	ꝑyo
䓵	ꝑyo
㲗	ꝑyo
䓏	ꝑyo
秿	ꝑyo
諏	țyo
㖩	țyo
𡸨	țyo
娵	țyo
陬	țyo
嗺	țyo
掫	țyo
跗	pyo
趺	pyo
膚	pyo
肤	pyo
邞	pyo
鈇	pyo
衭	pyo
㠸	pyo
玞	pyo
𩿧	pyo
𧀴	pyo
簠	pyo
夫	pyo
鳺	pyo
柎	pyo
扶	pyo
𩬙	pyo
𩵩	pyo
䄮	pyo
䃿	pyo
妋	pyo
紆	qyo
䩒	qyo
陓	qyo
扜	qyo
䩽	qyo
䙔	qyo
蓲	qyo
迂	qyo
䣿	qyo
㝼	qyo
虶	qyo
䨕	qyo
輸	šyo
鄃	šyo
隃	šyo
樞	ŧyo
姝	ŧyo
𩪍	ŧyo
袾	ŧyo
䇬	ŧyo
廚	dryo
蹰	dryo
趎	dryo
幮	dryo
裯	dryo
拘	kyo
駒	kyo
䀠	kyo
眗	kyo
岣	kyo
㪺	kyo
𨞜	kyo
捄	kyo
跔	kyo
鮈	kyo
俱	kyo
痀	kyo
𥇛	kyo
𥗫	kyo
毹	sryo
㡏	sryo
橾	sryo
螋	sryo
模	mo
橅	mo
摸	mo
嫫	mo
㡔	mo
𨡭	mo
謨	mo
𠻚	mo
墲	mo
无	mo
䉑	mo
膜	mo
酺	bo
匍	bo
蜅	bo
荹	bo
樸	bo
菩	bo
䔕	bo
蒲	bo
蒱	bo
䈻	bo
胡	ho
𩑶	ho
𠴱	ho
壺	ho
狐	ho
瓳	ho
餬	ho
瑚	ho
湖	ho
鶘	ho
猢	ho
醐	ho
𪏻	ho
䊀	ho
𪍒	ho
糊	ho
弧	ho
乎	ho
𠀒	ho
𪕱	ho
瓠	ho
葫	ho
㾰	ho
魱	ho
箶	ho
䉉	ho
𥶜	ho
𧛞	ho
㯛	ho
虖	ho
孤	ko
苽	ko
菰	ko
胍	ko
𡗷	ko
姑	ko
辜	ko
呱	ko
泒	ko
酤	ko
觚	ko
蛄	ko
箛	ko
鴣	ko
橭	ko
𠷞	ko
沽	ko
柧	ko
𨬕	ko
䉉	ko
𧇡	ko
盬	ko
嫴	ko
罛	ko
軱	ko
箍	ko
䐻	ko
㼋	ko
徒	do
𨑒	do
屠	do
瘏	do
塗	do
途	do
酴	do
駼	do
𤙛	do
鵌	do
涂	do
梌	do
㭸	do
荼	do
圖	do
啚	do
𤺈	do
䣝	do
菟	do
捈	do
䣄	do
䅷	do
嵞	do
峹	do
𣘻	do
鍍	do
䤅	do
蒤	do
䖘	do
鷵	do
筡	do
奴	no
㚢	no
砮	no
駑	no
帑	no
孥	no
笯	no
呼	xo
嘑	xo
虖	xo
𧦝	xo
歑	xo
戲	xo
謼	xo
膴	xo
幠	xo
葫	xo
恗	xo
軤	xo
虍	xo
苸	xo
雐	xo
䰧	xo
滹	xo
吾	go
鼯	go
𪁙	go
𧋋	go
吳	go
浯	go
䓊	go
㹳	go
㻍	go
珸	go
蜈	go
郚	go
齬	go
鯃	go
娪	go
鋘	go
梧	go
峿	go
麌	go
𦨳	go
祦	go
租	țo
蒩	țo
盧	lo
鑪	lo
壚	lo
籚	lo
蘆	lo
顱	lo
髗	lo
鱸	lo
攎	lo
櫨	lo
轤	lo
黸	lo
獹	lo
鸕	lo
艫	lo
纑	lo
瀘	lo
瓐	lo
爐	lo
玈	lo
𢐸	lo
㢚	lo
𤮧	lo
嚧	lo
矑	lo
㿖	lo
㭔	lo
䰕	lo
𧇄	lo
𧆨	lo
罏	lo
蠦	lo
㪭	lo
𦿊	lo
蘇	so
穌	so
㢝	so
酥	so
徂	d̦o
䢐	d̦o
殂	d̦o
𣨐	d̦o
烏	qo
嗚	qo
洿	qo
汚	qo
杇	qo
圬	qo
釫	qo
鰞	qo
歍	qo
鎢	qo
㢪	qo
於	qo
瑦	qo
鄔	qo
盓	qo
螐	qo
惡	qo
扝	qo
𦶀	qo
㮧	qo
鴮	qo
逋	po
餔	po
𥂈	po
晡	po
庯	po
陠	po
鵏	po
𧻷	po
峬	po
誧	po
秿	po
鯆	po
抪	po
枯	ꝁo
刳	ꝁo
扝	ꝁo
郀	ꝁo
軲	ꝁo
㱠	ꝁo
跍	ꝁo
挎	ꝁo
㢪	ꝁo
橭	ꝁo
鮬	ꝁo
麤	ṯo
麁	ṯo
𧆓	ṯo
𥼡	ṯo
觕	ṯo
𤿚	ṯo
㻌	ŧo
稌	ŧo
悇	ŧo
嶀	ŧo
㻯	ŧo
𡸂	ŧo
庩	ŧo
䞮	ŧo
梌	ŧo
㻬	ŧo
捈	ŧo
䩣	ŧo
都	to
𥳉	to
闍	to
𦘴	to
𧷿	to
醏	to
䩲	to
𥠵	ꝑo
鋪	ꝑo
鯆	ꝑo
𩹲	ꝑo
𨁏	ꝑo
痡	ꝑo
誧	ꝑo
豧	ꝑo
陠	ꝑo
墲	ꝑo
䮒	ꝑo
𢼹	ꝑo
齊	d̦ei
臍	d̦ei
麡	d̦ei
蠐	d̦ei
𪗍	d̦ei
懠	d̦ei
䶒	d̦ei
癠	d̦ei
𨥳	d̦ei
黎	lei
犁	lei
𤛿	lei
莉	lei
黧	lei
藜	lei
鯬	lei
𦃇	lei
盠	lei
邌	lei
𨛫	lei
廲	lei
蔾	lei
筣	lei
驪	lei
瓈	lei
𥌛	lei
𩧋	lei
㦒	lei
謧	lei
𨿯	lei
妻	ṯei
萋	ṯei
淒	ṯei
凄	ṯei
悽	ṯei
鶈	ṯei
郪	ṯei
緀	ṯei
齌	ṯei
霋	ṯei
低	tei
氐	tei
袛	tei
磾	tei
鞮	tei
腣	tei
羝	tei
眡	tei
隄	tei
堤	tei
岻	tei
䧑	tei
奃	tei
趆	tei
𡰖	tei
鍉	tei
柢	tei
䐎	tei
䚣	tei
𥿄	tei
揥	tei
㓳	tei
䬫	tei
嗁	dei
啼	dei
㖒	dei
蹏	dei
蹄	dei
𥶛	dei
提	dei
詆	dei
瑅	dei
隄	dei
桋	dei
題	dei
媞	dei
𧡨	dei
綈	dei
罤	dei
𣹲	dei
𣖅	dei
締	dei
蕛	dei
稊	dei
𦯔	dei
䬾	dei
醍	dei
褆	dei
鵜	dei
荑	dei
禔	dei
䱱	dei
崹	dei
緹	dei
鷤	dei
鼶	dei
騠	dei
折	dei
䨑	dei
銕	dei
䱱	dei
䖙	dei
𥉘	dei
䬫	dei
䚣	dei
𢔭	dei
謕	dei
𡰄	dei
厗	dei
𪂿	dei
鶙	dei
𡰖	dei
蝭	dei
𨪉	dei
鴺	dei
㡗	dei
銻	dei
鮷	dei
趧	dei
𧋘	dei
鮧	dei
鯷	dei
䐎	dei
豍	pei
㡙	pei
螕	pei
㯅	pei
𦱔	pei
蓖	pei
𦀘	pei
篦	pei
梐	pei
𥏠	pei
𨻼	pei
狴	pei
箄	pei
鎞	pei
悂	pei
䚜	pei
雞	kei
鷄	kei
稽	kei
枅	kei
笄	kei
㮷	kei
䗗	kei
卟	kei
𥝌	kei
𨪴	kei
奚	hei
豯	hei
徯	hei
㜎	hei
蹊	hei
螇	hei
榽	hei
騱	hei
胿	hei
𡗞	hei
郋	hei
𪓷	hei
傒	hei
嵇	hei
兮	hei
鼷	hei
蒵	hei
貕	hei
鷖	qei
翳	qei
𧫦	qei
嫛	qei
黳	qei
𦎣	qei
㙠	qei
䃜	qei
黟	qei
繄	qei
䚷	qei
𣕁	qei
倪	gei
蜺	gei
霓	gei
郳	gei
齯	gei
婗	gei
輗	gei
棿	gei
猊	gei
麑	gei
貎	gei
鯢	gei
兒	gei
䘽	gei
𠆵	gei
觬	gei
𣕁	gei
㪒	gei
醯	xei
䒊	xei
𦫬	xei
㡗	xei
橀	xei
忚	xei
西	sei
卤	sei
𠧧	sei
棲	sei
栖	sei
㽄	sei
犀	sei
嘶	sei
撕	sei
㾷	sei
𤺊	sei
㯕	sei
屖	sei
𧬊	sei
粞	sei
𠞂	sei
梯	ŧei
睇	ŧei
鷈	ŧei
𠥸	ŧei
䖙	ŧei
㔸	ŧei
𨁃	ŧei
謕	ŧei
𩤽	ŧei
鼙	bei
鞞	bei
椑	bei
膍	bei
崥	bei
㼰	bei
笓	bei
磇	ꝑei
𨻼	ꝑei
𠜱	ꝑei
𪄆	ꝑei
錍	ꝑei
批	ꝑei
鈚	ꝑei
齎	ței
賷	ței
𩐒	ței
齏	ței
𧅱	ței
𨥳	ței
櫅	ței
䂑	ței
擠	ței
齌	ței
躋	ței
隮	ței
麡	ței
𢥎	ței
啙	ței
迷	mei
𡝠	mei
䤍	mei
麛	mei
𧠠	mei
𪓬	mei
泥	nei
埿	nei
屔	nei
臡	nei
谿	ꝁei
嵠	ꝁei
溪	ꝁei
磎	ꝁei
鸂	ꝁei
檕	ꝁei
螇	ꝁei
𤳤	ꝁei
圭	kuei
珪	kuei
邽	kuei
閨	kuei
袿	kuei
窐	kuei
鮭	kuei
𪊧	kuei
洼	kuei
𨾴	kuei
𡌲	kuei
胿	kuei
𦓯	kuei
㰪	kuei
茥	kuei
睽	ꝁuei
奎	ꝁuei
湀	ꝁuei
刲	ꝁuei
𠝥	ꝁuei
茥	ꝁuei
䯓	ꝁuei
聧	ꝁuei
鮭	ꝁuei
䖯	ꝁuei
蝰	ꝁuei
㨒	ꝁuei
楏	ꝁuei
藈	ꝁuei
𡐠	ꝁuei
攜	huei
携	huei
蠵	huei
鑴	huei
窐	huei
𩰳	huei
畦	huei
驨	huei
雟	huei
酅	huei
𢥘	huei
𦋅	huei
𣫴	huei
𡸔	huei
纗	huei
讗	huei
㔒	huei
䙵	huei
黊	huei
𡰢	huei
眭	huei
觿	huei
䀘	huei
臡	nьʼei
栘	dьʼei
烓	quei
𧟼	quei
𤮰	quei
睳	xuei
佳	kre
街	kre
㥟	hre
鮭	hre
膎	hre
鞵	hre
鞋	hre
㨙	hre
䙎	hre
榽	hre
牌	bre
䱝	bre
𥱼	bre
郫	bre
蠯	bre
棑	bre
犤	bre
媧	krue
緺	krue
𧬭	krue
腡	krue
蝸	krue
騧	krue
歄	krue
蛙	qrue
鼃	qrue
咼	ꝁrue
喎	ꝁrue
絓	ꝁrue
䓙	ꝁrue
𦹬	ꝁrue
䦱	ꝁrue
柴	d̦re
祡	d̦re
𪗶	d̦re
茈	d̦re
㧘	d̦re
㾹	d̦re
𨌅	d̦re
査	d̦re
釵	ṯre
靫	ṯre
𩑐	ṯre
叉	ṯre
芆	ṯre
䐤	ṯre
㼮	ṯre
差	ṯre
𠞊	ṯre
竵	xrue
𦶎	xrue
𡁑	xrue
𩝨	xrue
䍲	nre
掜	nre
誽	nre
崖	gre
涯	gre
啀	gre
𪘲	gre
猚	gre
厓	gre
𩂢	gre
娃	qre
洼	qre
哇	qre
㰪	qre
𠴺	qre
崽	sre
籭	sre
諰	sre
㗨	xre
㰨	xre
扠	ŧre
䁲	mre
𩍃	mre
鼃	hrue
皆	krei
偕	krei
䕸	krei
稭	krei
喈	krei
階	krei
𦝨	krei
薢	krei
荄	krei
痎	krei
堦	krei
楷	krei
鶛	krei
湝	krei
街	krei
𤭧	krei
𩘅	krei
蝔	krei
鍇	krei
𢰇	qrei
諧	hrei
𩤠	hrei
骸	hrei
瑎	hrei
湝	hrei
龤	hrei
蝔	hrei
鞋	hrei
䓳	hrei
排	brei
俳	brei
輫	brei
牌	brei
猈	brei
𩑢	brei
乖	kruei
𦮃	kruei
𠦬	kruei
㾩	kruei
懷	hruei
褱	hruei
櫰	hruei
槐	hruei
㜳	hruei
𪊉	hruei
㠢	hruei
𤜄	hruei
淮	hruei
褢	hruei
𧞷	hruei
瀤	hruei
匯	ꝁruei
㨤	ꝁruei
㔞	ꝁruei
豺	d̦rei
儕	d̦rei
麡	d̦rei
𡺵	d̦rei
差	ṯrei
䞗	ṯrei
虺	xruei
尵	druei
𩓬	druei
埋	mrei
薶	mrei
霾	mrei
㦟	mrei
齋	țrei
崴	qruei
碨	qruei
䴜	qruei
溾	qruei
𪘨	trei
榸	trei
唻	lrei
揩	ꝁrei
𦂄	ꝁrei
𢔡	ꝁrei
𥻄	ꝁrei
摨	nrei
崽	srei
𥳧	srei
𩂢	grei
娾	grei
搋	ŧrei
𢓬	xrei
䐯	lruei
膗	d̦ruei
𢶀	d̦ruei
灰	xui
䖶	xui
鼽	xui
豗	xui
㾯	xui
虺	xui
恢	ꝁui
詼	ꝁui
悝	ꝁui
魁	ꝁui
𥲖	ꝁui
㷇	ꝁui
顝	ꝁui
盔	ꝁui
隈	qui
煨	qui
䋿	qui
渨	qui
椳	qui
偎	qui
𩗯	qui
揋	qui
𧤖	qui
葨	qui
鰃	qui
回	hui
洄	hui
迴	hui
槐	hui
徊	hui
瑰	hui
蚘	hui
蛕	hui
佪	hui
烠	hui
𤜡	hui
𩢱	hui
茴	hui
枚	mui
梅	mui
媒	mui
玫	mui
煤	mui
脢	mui
脄	mui
腜	mui
禖	mui
䍙	mui
莓	mui
塺	mui
鋂	mui
䊈	mui
䤂	mui
傀	kui
𤪿	kui
𠐤	kui
瑰	kui
瓌	kui
鞼	kui
櫰	kui
膭	kui
䐩	kui
䕇	kui
雷	lui
𩂩	lui
儡	lui
㔣	lui
瓃	lui
櫑	lui
罍	lui
鑘	lui
𦌵	lui
鐳	lui
𤮚	lui
畾	lui
轠	lui
穨	dui
頽	dui
㿉	dui
隤	dui
墤	dui
㢈	dui
魋	dui
尵	dui
蘈	dui
𧮓	dui
𧝋	dui
蹪	dui
𤗴	dui
崔	ṯui
催	ṯui
縗	ṯui
𨻵	ṯui
𢕘	ṯui
𧽠	ṯui
磓	tui
塠	tui
頧	tui
䭔	tui
堆	tui
鴭	tui
𠩰	tui
鎚	tui
搥	tui
䜃	tui
嵟	tui
𩈜	tui
𠂤	tui
敦	tui
𡏩	tui
𤗯	sui
挼	sui
䪎	sui
毸	sui
嗺	sui
蓑	sui
摧	d̦ui
崔	d̦ui
慛	d̦ui
槯	d̦ui
檇	d̦ui
裴	bui
徘	bui
培	bui
陪	bui
𨛬	bui
䣙	bui
婄	bui
棓	bui
毰	bui
𤗏	bui
𩑢	bui
輫	bui
桮	pui
杯	pui
盃	pui
肧	ꝑui
坯	ꝑui
㾦	ꝑui
醅	ꝑui
衃	ꝑui
𩵣	ꝑui
𤬃	ꝑui
抔	ꝑui
鮠	gui
桅	gui
嵬	gui
磑	gui
峞	gui
𨌴	ŧui
𨋱	ŧui
㷟	ŧui
蓷	ŧui
推	ŧui
藬	ŧui
㞜	ŧui
𢅼	nui
捼	nui
𨡌	nui
嗺	țui
脧	țui
䘒	țui
𡱥	țui
咍	xvi
㾂	xvi
𨸜	xvi
開	ꝁvi
㱾	ꝁvi
侅	ꝁvi
奒	ꝁvi
㚊	ꝁvi
哀	qvi
埃	qvi
唉	qvi
㶼	qvi
欸	qvi
毐	qvi
臺	dvi
擡	dvi
菭	dvi
苔	dvi
炱	dvi
嬯	dvi
薹	dvi
䈚	dvi
儓	dvi
檯	dvi
駘	dvi
𪒴	dvi
籉	dvi
跆	dvi
𩿡	dvi
該	kvi
豥	kvi
垓	kvi
荄	kvi
郂	kvi
㱯	kvi
剴	kvi
陔	kvi
姟	kvi
絯	kvi
晐	kvi
峐	kvi
祴	kvi
侅	kvi
賅	kvi
㨟	kvi
胲	kvi
䬵	kvi
䶣	kvi
䐩	kvi
裁	d̦vi
纔	d̦vi
財	d̦vi
才	d̦vi
材	d̦vi
䴭	d̦vi
溨	d̦vi
鼒	d̦vi
𦬁	d̦vi
來	lvi
萊	lvi
郲	lvi
騋	lvi
崍	lvi
斄	lvi
𤦃	lvi
𧳟	lvi
猍	lvi
淶	lvi
鯠	lvi
鶆	lvi
䅘	lvi
𣮉	lvi
䋱	lvi
庲	lvi
㾢	lvi
棶	lvi
犛	lvi
逨	lvi
𪎂	lvi
麳	lvi
𤲓	lvi
𪑚	lvi
徠	lvi
烖	țvi
灾	țvi
災	țvi
𤆎	țvi
栽	țvi
哉	țvi
𡿧	țvi
𦸜	țvi
𢦔	țvi
𦳦	țvi
渽	țvi
睵	țvi
猜	ṯvi
偲	ṯvi
睵	ṯvi
䞗	ṯvi
𤗏	bui
㯁	bui
胎	ŧvi
孡	ŧvi
鮐	ŧvi
台	ŧvi
邰	ŧvi
𧉟	ŧvi
𩬠	ŧvi
孩	hvi
咳	hvi
頦	hvi
㨟	hvi
𧻲	hvi
䠽	hvi
䱺	hvi
豥	hvi
鰓	svi
揌	svi
粞	svi
䚡	svi
顋	svi
愢	svi
𪃄	svi
毢	svi
皚	gvi
嵦	gvi
敳	gvi
㱯	gvi
隑	gvi
剴	gvi
獃	gvi
能	nvi
㾍	nvi
𪒴	tvi
懛	tvi
㹗	ŧьʼvi
𡜊	ꝑui
眞	tin
甄	tin
振	tin
禛	tin
稹	tin
磌	tin
畛	tin
籈	tin
侲	tin
桭	tin
蒖	tin
唇	tin
㖘	tin
帪	tin
薽	tin
㲀	tin
𤣆	ŧrin
胂	ŧrin
縝	ŧrin
因	qin
茵	qin
鞇	qin
禋	qin
闉	qin
駰	qin
湮	qin
烟	qin
氤	qin
絪	qin
垔	qin
陻	qin
㘻	qin
堙	qin
洇	qin
姻	qin
婣	qin
諲	qin
裀	qin
𦎣	qin
歅	qin
㧢	qin
新	sin
辛	sin
薪	sin
辰	din
晨	din
䢅	din
敐	din
宸	din
鷐	din
麎	din
桭	din
茞	din
屒	din
臣	din
䢻	din
䣅	din
仁	nin
朲	nin
人	nin
神	žin
晨	žin
親	ṯin
寴	ṯin
𡪔	ṯin
礥	hrin
𧥺	hrin
㘋	hrin
申	šin
伸	šin
紳	šin
娠	šin
呻	šin
𣢘	šin
𠲳	šin
眒	šin
胂	šin
㑗	šin
𩉼	šin
𣇗	šin
身	šin
柛	šin
䰠	šin
訷	šin
賔	pin
𧶉	pin
濱	pin
檳	pin
䚔	pin
顮	pin
儐	pin
鑌	pin
矉	pin
𩴱	pin
㷠	lin
燐	lin
鄰	lin
轔	lin
嶙	lin
粼	lin
磷	lin
疄	lin
麟	lin
麐	lin
鱗	lin
