hani	latn
佞	negs
濘	negs
鸋	negs
腥	segs
醒	segs
睲	segs
脛	hegs
踁	hegs
定	degs
掟	degs
廷	degs
錠	degs
矴	tegs
釘	tegs
訂	tegs
定	tegs
飣	tegs
奠	tegs
𦘭	tegs
顁	tegs
錠	tegs
罄	ꝁegs
𥥻	ꝁegs
磬	ꝁegs
殸	ꝁegs
𪊑	ꝁegs
𨆪	ꝁegs
鑋	ꝁegs
聽	ŧegs
汀	ŧegs
侹	ŧegs
靘	ṯegs
掅	ṯegs
䒌	megs
暝	megs
鎣	quegs
瑩	quegs
𢣙	quegs
瀅	quegs
零	legs
𢺰	legs
令	legs
證	tivgs
烝	tivgs
孕	jivgs
䵴	jivgs
賸	jivgs
媵	jivgs
㑞	jivgs
鱦	jivgs
膡	jivgs
乗	živgs
鱦	živgs
媵	živgs
𣎜	živgs
嵊	živgs
賸	živgs
剰	živgs
認	nivgs
扔	nivgs
芿	nivgs
㭁	nivgs
應	qivgs
譍	qivgs
噟	qivgs
甑	țivgs
䰝	țivgs
𩱭	țivgs
䙢	țivgs
興	xivgs
臖	xivgs
嬹	xivgs
勝	šivgs
膡	šivgs
蕂	šivgs
榺	šivgs
瞪	drivgs
𪒘	drivgs
𪑬	drivgs
𩜁	xivgs
凭	bryvgs
靐	bryvgs
稱	ŧivgs
秤	ŧivgs
凝	givgs
丞	divgs
覴	ŧrivgs
殑	civgs
嶝	tvgs
鐙	tvgs
隥	tvgs
橙	tvgs
凳	tvgs
𧀆	tvgs
𩞬	tvgs
磴	tvgs
贈	d̦vgs
𪒟	d̦vgs
亘	kvgs
堩	kvgs
揯	kvgs
縆	kvgs
䱎	kvgs
𥔂	kvgs
蹭	ṯvgs
𠟂	ṯvgs
鄧	dvgs
蹬	dvgs
僜	dvgs
𣩟	dvgs
䮴	dvgs
幐	dvgs
𢅴	mvgs
䲛	mvgs
懜	mvgs
𨮒	mvgs
𧀧	mvgs
𥦜	pvgs
堋	pvgs
倗	bvgs
踜	lvgs
㱥	lvgs
增	țvgs
𡬙	svgs
𤃶	ŧvgs
宥	hyus
又	hyus
佑	hyus
右	hyus
祐	hyus
䀁	hyus
𥁓	hyus
酭	hyus
𩑣	hyus
𤴨	hyus
囿	hyus
姷	hyus
忧	hyus
䞥	hyus
侑	hyus
𦳩	hyus
救	kyus
灸	kyus
廐	kyus
究	kyus
㝌	kyus
疚	kyus
㲃	kyus
𠣿	kyus
𧧷	kyus
猶	kyus
𨖏	kyus
胄	dryus
冑	dryus
𩊄	dryus
酎	dryus
宙	dryus
繇	dryus
籀	dryus
伷	dryus
䛆	dryus
疛	dryus
㿒	dryus
駎	dryus
懤	dryus
晝	tryus
咮	tryus
噣	tryus
狩	šyus
獸	šyus
守	šyus
首	šyus
收	šyus
臭	ŧyus
殠	ŧyus
岫	zyus
𥥉	zyus
袖	zyus
牰	zyus
齅	xyus
嘼	xyus
珛	xyus
呪	tyus
䯾	tyus
椆	tyus
祝	tyus
舊	cyus
柩	cyus
匶	cyus
𤸃	sryus
瘦	sryus
漱	sryus
鏉	sryus
皺	țryus
㾭	țryus
甃	țryus
縐	țryus
䐢	țryus
副	ꝑyus
仆	ꝑyus
𩯅	ꝑyus
覆	ꝑyus
𤸑	ꝑyus
㤱	ꝑyus
福	ꝑyus
簉	ṯryus
䔏	ṯryus
遚	ṯryus
富	pyus
輻	pyus
鍑	pyus
䔰	pyus
畜	ŧryus
俞	ŧryus
溜	lyus
廖	lyus
霤	lyus
嬼	lyus
鷚	lyus
餾	lyus
瘤	lyus
窌	lyus
留	lyus
㙀	lyus
僇	lyus
廇	lyus
畂	lyus
𥛅	lyus
飂	lyus
勠	lyus
翏	lyus
塯	lyus
㽌	lyus
秀	syus
繡	syus
蜏	syus
琇	syus
宿	syus
僦	țyus
䅢	țyus
媨	țyus
驟	d̦ryus
㑳	d̦ryus
僽	d̦ryus
就	d̦yus
鷲	d̦yus
殧	d̦yus
㠇	d̦yus
糅	nryus
𩚖	nryus
腬	nryus
猱	nryus
狃	nryus
復	byus
𢕒	byus
𤸑	byus
伏	byus
椱	byus
𨺅	byus
覆	byus
複	byus
狖	jyus
貁	jyus
鼬	jyus
𤍕	jyus
柚	jyus
蜼	jyus
褎	jyus
油	jyus
猶	jyus
𪕏	jyus
櫾	jyus
輶	jyus
牰	jyus
蜏	jyus
授	dyus
詶	dyus
㖟	dyus
壽	dyus
售	dyus
綬	dyus
輮	nyus
蹂	nyus
煣	nyus
鞣	nyus
莓	myus
𪖐	gyus
𪖛	ꝁyus
䞭	ṯyus
𠋫	hus
鮜	hus
鄇	hus
逅	hus
訽	hus
睺	hus
后	hus
後	hus
堠	hus
鱟	hus
鍭	hus
厚	hus
䞧	hus
䞀	hus
𣣠	hus
𡨥	ꝁus
滱	ꝁus
怐	ꝁus
扣	ꝁus
鷇	ꝁus
𡠆	ꝁus
䍍	ꝁus
簆	ꝁus
瞉	ꝁus
詬	ꝁus
茂	mus
貿	mus
鄮	mus
戊	mus
愗	mus
袤	mus
楙	mus
懋	mus
瞀	mus
䓮	mus
姆	mus
苺	mus
𦼪	mus
𠔼	mus
雺	mus
仆	ꝑus
踣	ꝑus
䞳	ꝑus
㰴	ꝑus
豧	ꝑus
豆	dus
竇	dus
窬	dus
逗	dus
酘	dus
荳	dus
脰	dus
郖	dus
梪	dus
餖	dus
浢	dus
䄈	dus
毭	dus
𩊪	dus
𤀨	dus
㛒	dus
鬥	tus
鬭	tus
闘	tus
噣	tus
䛠	tus
𧱦	tus
斣	tus
襡	tus
䬦	tus
搙	nus
鎒	nus
耨	nus
𣫌	nus
擩	nus
譳	nus
瘶	sus
嗽	sus
欶	sus
漱	sus
鏉	sus
謏	sus
嗾	sus
奏	țus
走	țus
透	ŧus
咅	ŧus
㰯	ŧus
䟝	ŧus
𧺢	ŧus
漚	qus
䙔	qus
𠹝	qus
遘	kus
構	kus
媾	kus
覯	kus
姤	kus
購	kus
䝭	kus
雊	kus
彀	kus
𤚼	kus
句	kus
軥	kus
㝤	kus
搆	kus
怐	kus
煹	kus
䃓	kus
冓	kus
㝅	kus
𢄇	kus
輳	ṯus
腠	ṯus
湊	ṯus
嗾	ṯus
𪉮	ṯus
蔟	ṯus
楱	ṯus
𧱪	ṯus
陋	lus
漏	lus
鏤	lus
屚	lus
瘻	lus
𦸢	lus
𧷡	lus
𨫒	lus
蔄	lus
𣤋	lus
𧫞	lus
𠞭	lus
僂	lus
蔻	xus
豞	xus
䪷	xus
詬	xus
訽	xus
吼	xus
㰯	xus
㖃	xus
佝	xus
怐	xus
䏽	bus
𩌏	bus
偶	gus
㔌	d̦us
楱	d̦us
䠫	d̦us
幼	qrius
謬	mrius
繆	mrius
䠗	ꝁrius
𧾻	crius
沁	ṯims
𠖶	ṯims
吣	ṯims
䈜	ṯims
浸	țims
𡫏	țims
𥧲	țims
祲	țims
妊	nims
絍	nims
鵀	nims
任	nims
衽	nims
鴆	drims
沈	drims
㼉	drims
枕	tims
針	tims
𦧈	crims
䶖	crims
𤘡	crims
噤	crims
𦨽	crims
紟	crims
鈙	crims
凚	crims
笒	crims
齽	crims
禁	krims
僸	krims
㯲	krims
賃	nrims
蔭	qrims
䅧	qrims
窨	qrims
喑	qrims
𤸌	qrims
癊	qrims
飲	qrims
滲	srims
罧	srims
闖	ŧrims
𧡬	ŧrims
譖	țrims
讖	ṯrims
吟	grims
揕	trims
㓄	trims
臨	lims
𠐼	lims
甚	dims
侺	dims
䫴	hrims
𪔰	hrims
深	šims
𢊖	šims
勘	ꝁvms
䘓	ꝁvms
𧗀	ꝁvms
𪉯	ꝁvms
轗	ꝁvms
竷	ꝁvms
磡	ꝁvms
紺	kvms
淦	kvms
𧆐	kvms
灨	kvms
贛	kvms
憾	hvms
琀	hvms
浛	hvms
唅	hvms
蜭	hvms
莟	hvms
䐄	hvms
暗	qvms
闇	qvms
僋	ŧvms
㶒	ŧvms
撢	ŧvms
㐁	ŧvms
傝	ŧvms
䐺	ŧvms
憛	ŧvms
誩	ŧvms
俕	svms
閐	svms
㤾	svms
䫅	svms
謲	ṯvms
參	ṯvms
㽩	ṯvms
醰	dvms
贉	dvms
𤁡	dvms
瞫	dvms
䀍	dvms
儑	gvms
馾	tvms
𩈉	tvms
𩾺	tvms
妠	nvms
顲	lvms
僋	lvms
𤃨	lvms
䫲	xvms
𩞿	xvms
篸	țvms
撍	țvms
闞	ꝁams
瞰	ꝁams
𣊟	ꝁams
嚂	ꝁams
𪉿	ꝁams
濫	lams
㔋	lams
𨣨	lams
纜	lams
爁	lams
㜮	lams
懢	lams
䆾	lams
嚂	lams
賧	ŧams
𪊇	ŧams
䆱	ŧams
𪉧	ŧams
睒	ŧams
澉	ŧams
舕	ŧams
𪉦	kams
𧵊	xams
蘫	xams
䖔	xams
憨	hams
㺖	hams
譀	hams
䗣	hams
䐄	hams
𤎡	hams
憺	dams
惔	dams
澹	dams
腅	dams
淡	dams
啗	dams
啖	dams
倓	dams
暫	d̦ams
蹔	d̦ams
鏨	d̦ams
擔	tams
甔	tams
三	sams
豔	jiems
艶	jiems
爓	jiems
焰	jiems
焱	jiems
𢴵	jiems
鹽	jiems
𤅸	jiems
灩	jiems
贍	diems
染	niems
髯	niems
厭	qiems
𢜰	qiems
猒	qiems
饜	qiems
嬮	qiems
窆	priems
砭	priems
驗	griems
噞	griems
𣄝	griems
閃	šiems
煔	šiems
苫	šiems
掞	šiems
𡄑	țiems
壍	ṯiems
塹	ṯiems
槧	ṯiems
嬱	ṯiems
殮	liems
斂	liems
瀲	liems
爁	liems
𧸘	liems
𩅼	liems
獫	liems
覘	ŧriems
䀡	ŧriems
䠨	ŧiems
幨	ŧiems
襜	ŧiems
裧	ŧiems
韂	ŧiems
䪜	ŧiems
㙴	ŧiems
䦲	ŧiems
𢜰	qriems
俺	qriems
潛	d̦iems
占	tiems
㮇	ŧems
舚	ŧems
忝	ŧems
𨸱	ŧems
煔	ŧems
㐁	ŧems
念	nems
𦁇	nems
店	tems
坫	tems
沾	tems
痁	tems
墊	tems
𩅀	tems
唸	tems
㝪	tems
埝	tems
𦒻	tems
䀡	tems
䃸	sems
䆎	sems
磹	dems
㼭	dems
趝	kems
酓	qems
僭	țems
䁮	d̦ems
兼	kems
䱤	kems
傔	ꝁems
稴	lems
釅	giams
𪙊	giams
脅	xiams
姭	xiams
㪁	ꝁiams
𤬯	ꝁiams
𦲯	myoms
陷	hrems
䱤	hrems
臽	hrems
䐄	hrems
錎	hrems
韽	qrems
𤟟	qrems
淊	qrems
揞	qrems
蘸	țrems
𪉜	trems
站	trems
𣳤	trems
歉	ꝁrems
䫡	ꝁrems
𧸖	drems
詀	drems
譧	drems
儳	d̦rems
𨼮	d̦rems
䪌	d̦rems
𪉦	krems
䫡	krems
諵	nrems
顑	grems
鑑	krams
鑒	krams
監	krams
𥌈	krams
㔋	krams
懺	ṯrams
儳	ṯrams
摲	ṯrams
𤮭	ṯrams
㺖	ṯrams
嚵	ṯrams
覱	țrams
𩈻	țrams
𩅼	țrams
釤	srams
䀐	srams
㣌	srams
㒈	xrams
譀	xrams
闞	xrams
埿	brams
湴	brams
㽉	hrams
㯺	hrams
鑱	d̦rams
䪌	d̦rams
欃	d̦rams
䳻	d̦rams
讒	d̦rams
艬	d̦rams
𪒠	qrams
梵	byoms
帆	byoms
颿	byoms
汎	ꝑyoms
泛	ꝑyoms
𠆩	ꝑyoms
䀀	ꝑyoms
𥁔	ꝑyoms
氾	ꝑyoms
䒦	ꝑyoms
姂	ꝑyoms
劔	kiams
欠	ꝁiams
㐸	ꝁiams
俺	qiams
㤿	qiams
淹	qiams
𦑎	qiams
㛪	qiams
裺	qiams
䛳	qiams
覎	qiams
屋	quk
𡲃	quk
𦤼	quk
剭	quk
𨜘	quk
𪑱	quk
䑁	quk
獨	duk
黷	duk
讟	duk
髑	duk
䫳	duk
殰	duk
讀	duk
櫝	duk
牘	duk
儥	duk
㾄	duk
贕	duk
碡	duk
䢱	duk
䮷	duk
皾	duk
𤟩	duk
襡	duk
韣	duk
瓄	duk
瀆	duk
𨽍	duk
豄	duk
韇	duk
嬻	duk
犢	duk
𪇆	duk
罜	duk
㒔	duk
匵	duk
穀	kuk
糓	kuk
轂	kuk
榖	kuk
濲	kuk
谷	kuk
瑴	kuk
𪇗	kuk
𣨍	kuk
𪕸	kuk
䜼	kuk
𧣡	kuk
䐨	kuk
𤞞	kuk
𥆌	kuk
䀰	kuk
唂	kuk
縠	huk
槲	huk
斛	huk
螜	huk
𧂔	huk
礐	huk
觳	huk
蔛	huk
𣫈	huk
𣹬	huk
䶜	huk
㽇	huk
䈸	huk
焀	huk
哭	ꝁuk
䍍	ꝁuk
㲉	ꝁuk
𪍠	ꝁuk
䧊	ꝁuk
䵈	ꝁuk
㲄	ꝁuk
𣫓	ꝁuk
秃	ŧuk
𣬜	ŧuk
䛢	ŧuk
𢬳	ŧuk
鵚	ŧuk
𣫔	tuk
啄	tuk
䐁	tuk
𡰪	tuk
𧞐	tuk
𢽴	tuk
竺	tuk
剢	tuk
速	suk
遬	suk
𧫣	suk
蔌	suk
餗	suk
𩱖	suk
𨄞	suk
樕	suk
𣫎	suk
㑛	suk
梀	suk
𪋝	suk
藗	suk
殐	suk
嗽	suk
𡖯	suk
棴	suk
涑	suk
禄	luk
鹿	luk
漉	luk
渌	luk
觻	luk
睩	luk
䚄	luk
龣	luk
𨏔	luk
轆	luk
㼾	luk
𦪇	luk
琭	luk
簏	luk
箓	luk
螰	luk
䍡	luk
麓	luk
㯟	luk
碌	luk
盝	luk
𥂖	luk
䮽	luk
磟	luk
簶	luk
𧌍	luk
谷	luk
娽	luk
𥉶	luk
摝	luk
𥛞	luk
𦌟	luk
𥂇	luk
𤽺	luk
廘	luk
角	luk
𥪋	luk
彔	luk
濼	luk
鏕	luk
趢	luk
䎑	luk
𨌠	luk
㪖	luk
𩅄	luk
蔍	luk
鄜	luk
嗀	xuk
豰	xuk
熇	xuk
𦞦	xuk
𧹲	xuk
㷤	xuk
嚛	xuk
族	d̦uk
銼	d̦uk
鑿	d̦uk
瘯	ṯuk
䃚	ṯuk
蔟	ṯuk
趗	ṯuk
梀	ṯuk
簇	ṯuk
鏃	țuk
鎐	țuk
暴	buk
曝	buk
瀑	buk
䗱	buk
㲫	buk
樸	buk
僕	buk
䑑	buk
𥐁	buk
菐	buk
𡕡	buk
穙	buk
扑	ꝑuk
醭	ꝑuk
濼	ꝑuk
墣	ꝑuk
𥣜	ꝑuk
𪔿	ꝑuk
攴	ꝑuk
撲	ꝑuk
骲	ꝑuk
𪐙	ꝑuk
䴆	ꝑuk
卜	puk
濮	puk
䧤	puk
轐	puk
𡡐	puk
樸	puk
獛	puk
蹼	puk
纀	puk
襆	puk
𩯏	puk
䪁	puk
鳪	puk
𪇰	puk
木	muk
沐	muk
朷	muk
毣	muk
鶩	muk
霂	muk
𨍎	muk
㡔	muk
蓩	muk
艒	muk
鞪	muk
楘	muk
蚞	muk
福	pyuk
腹	pyuk
複	pyuk
幅	pyuk
輻	pyuk
𠋩	pyuk
葍	pyuk
蝠	pyuk
𥳇	pyuk
鍑	pyuk
鶝	pyuk
踾	pyuk
輹	pyuk
菐	pyuk
偪	pyuk
楅	pyuk
𦿁	pyuk
伏	byuk
復	byuk
虙	byuk
服	byuk
𦨈	byuk
茯	byuk
馥	byuk
鵩	byuk
鞴	byuk
蕧	byuk
輹	byuk
𨋩	byuk
澓	byuk
椱	byuk
洑	byuk
箙	byuk
𩋟	byuk
𨌥	byuk
𤸑	byuk
𪃃	byuk
𩢰	byuk
𥨍	byuk
棴	byuk
复	byuk
畐	byuk
𩊙	byuk
絥	byuk
𩎧	byuk
菔	byuk
匐	byuk
鰒	byuk
𥪋	byuk
栿	byuk
縮	sryuk
莤	sryuk
𩘹	sryuk
𧼭	sryuk
樎	sryuk
謖	sryuk
䎘	sryuk
㩋	sryuk
蹜	sryuk
摍	sryuk
𧐴	sryuk
摵	sryuk
謏	sryuk
六	lyuk
陸	lyuk
戮	lyuk
剹	lyuk
勠	lyuk
稑	lyuk
穋	lyuk
鵱	lyuk
蓼	lyuk
𦾷	lyuk
𩣱	lyuk
鯥	lyuk
𦸐	lyuk
磟	lyuk
𧌉	lyuk
淕	lyuk
䡜	lyuk
坴	lyuk
𡴆	lyuk
踛	lyuk
僇	lyuk
𥚊	lyuk
逐	dryuk
軸	dryuk
碡	dryuk
妯	dryuk
舳	dryuk
鱁	dryuk
𧏿	dryuk
筑	dryuk
蓫	dryuk
柚	dryuk
䮱	dryuk
篴	dryuk
菊	kyuk
鞠	kyuk
蘜	kyuk
𧃓	kyuk
㥌	kyuk
𡙳	kyuk
掬	kyuk
匊	kyuk
𥷤	kyuk
𦶗	kyuk
鞫	kyuk
𡫬	kyuk
𥩁	kyuk
㹼	kyuk
𪈓	kyuk
鵴	kyuk
𨸰	kyuk
㘲	kyuk
㽤	kyuk
䱡	kyuk
椈	kyuk
巈	kyuk
臼	kyuk
䳔	kyuk
𩛺	kyuk
諊	kyuk
𩬜	kyuk
踘	kyuk
閰	kyuk
𣐊	kyuk
𧿻	kyuk
泦	kyuk
趜	kyuk
麴	ꝁyuk
𥶶	ꝁyuk
𩍔	ꝁyuk
鞠	ꝁyuk
𠤄	ꝁyuk
熟	dyuk
孰	dyuk
淑	dyuk
塾	dyuk
𨷙	dyuk
璹	dyuk
婌	dyuk
䃞	dyuk
俶	ŧyuk
柷	ŧyuk
琡	ŧyuk
𣥹	ŧyuk
埱	ŧyuk
育	jyuk
毓	jyuk
鬻	jyuk
粥	jyuk
𩱱	jyuk
䋭	jyuk
𧷗	jyuk
儥	jyuk
棛	jyuk
錥	jyuk
煜	jyuk
焴	jyuk
昱	jyuk
蒮	jyuk
淯	jyuk
蜟	jyuk
𢌻	jyuk
堉	jyuk
喅	jyuk
𤳕	jyuk
𥉑	jyuk
逳	jyuk
𦱀	jyuk
蘛	jyuk
驧	cyuk
𩣽	cyuk
趜	cyuk
䱡	cyuk
鵴	cyuk
𪁁	cyuk
鞠	cyuk
毱	cyuk
䗇	cyuk
踘	cyuk
䜯	cyuk
𠤄	cyuk
鼀	ṯyuk
蹴	ṯyuk
殧	ṯyuk
肉	nyuk
衄	nyuk
鮞	nyuk
粥	tyuk
喌	tyuk
祝	tyuk
柷	tyuk
琡	tyuk
叔	šyuk
儵	šyuk
倐	šyuk
透	šyuk
虪	šyuk
𨁀	šyuk
鮛	šyuk
掓	šyuk
𢞣	šyuk
翛	šyuk
尗	šyuk
菽	šyuk
㶖	šyuk
蓄	xyuk
稸	xyuk
畜	xyuk
𤲸	xyuk
㜅	xyuk
鄐	xyuk
荲	xyuk
蓫	xyuk
慉	xyuk
𥈆	xyuk
竹	tryuk
竺	tryuk
筑	tryuk
築	tryuk
𥴁	tryuk
茿	tryuk
蹙	țyuk
踧	țyuk
𧑙	țyuk
𠴫	țyuk
㗤	țyuk
噈	țyuk
摵	țyuk
槭	țyuk
殧	țyuk
𣤶	țyuk
𥷛	țyuk
縬	țyuk
𣢰	țyuk
𦟠	țyuk
顣	țyuk
䙘	țyuk
蹴	țyuk
珿	ṯryuk
矗	ṯryuk
𪘏	ṯryuk
𨴖	ṯryuk
𧯩	ṯryuk
䎌	ṯryuk
肭	nryuk
恧	nryuk
𦗂	nryuk
忸	nryuk
衄	nryuk
䖡	nryuk
䂇	nryuk
沑	nryuk
縬	țryuk
𡎺	țryuk
蝮	ꝑyuk
覆	ꝑyuk
蕧	ꝑyuk
𩯅	ꝑyuk
副	ꝑyuk
㙏	ꝑyuk
𥨍	ꝑyuk
䔰	ꝑyuk
郁	qyuk
戫	qyuk
彧	qyuk
燠	qyuk
栯	qyuk
噢	qyuk
墺	qyuk
䐿	qyuk
薁	qyuk
澳	qyuk
隩	qyuk
䉛	qyuk
𣢜	qyuk
𨞓	qyuk
𪑝	qyuk
稶	qyuk
懊	qyuk
㰲	qyuk
𠸹	qyuk
𨪎	qyuk
肅	syuk
宿	syuk
蓿	syuk
夙	syuk
𠉦	syuk
𠈇	syuk
玊	syuk
鷫	syuk
𪂸	syuk
蟰	syuk
驌	syuk
䎘	syuk
𩘹	syuk
鱐	syuk
䃤	syuk
𤥔	syuk
潚	syuk
橚	syuk
㩋	syuk
䑿	syuk
㑉	syuk
璛	syuk
㪩	syuk
目	myuk
睦	myuk
穆	myuk
苜	myuk
𦱒	myuk
牧	myuk
㙁	myuk
繆	myuk
萺	myuk
㣎	myuk
㾇	myuk
囿	hyuk
哊	hyuk
蓄	ŧryuk
稸	ŧryuk
滀	ŧryuk
苖	ŧryuk
荲	ŧryuk
蓫	ŧryuk
敊	ŧryuk
傗	ŧryuk
鄐	ŧryuk
矗	ŧryuk
砡	gyuk
𣤶	d̦yuk
沃	qok
鋈	qok
鱟	qok
䑁	qok
䁷	qok
觷	qok
䮸	qok
毒	dok
𡹆	dok
𦺇	dok
蝳	dok
瑇	dok
纛	dok
𢃶	dok
碡	dok
篤	tok
竺	tok
督	tok
𧝴	tok
𧛔	tok
𧞶	tok
錖	tok
𤬂	tok
𥓍	tok
裻	tok
𡰪	tok
酷	ꝁok
焅	ꝁok
𥞴	ꝁok
嚳	ꝁok
硞	ꝁok
𡷥	ꝁok
鵠	hok
㿥	hok
翯	hok
隺	hok
𤌍	hok
頶	hok
𨴬	hok
礐	hok
僕	bok
瞨	bok
鏷	bok
䗱	bok
轐	bok
䴆	bok
洬	sok
裻	sok
梏	kok
牿	kok
䧼	kok
䅵	kok
告	kok
郜	kok
祰	kok
䧊	kok
䶜	kok
瑁	mok
𣔺	mok
媢	mok
艒	mok
萺	mok
熇	xok
臛	xok
嚛	xok
歊	xok
褥	nok
傉	nok
耨	nok
搙	nok
傶	țok
𣪻	țok
錊	țok
襮	pok
犦	pok
𪇰	pok
濼	lok
𤛹	gok
燭	tyok
屬	tyok
属	tyok
矚	tyok
䌵	tyok
囑	tyok
鸀	tyok
䟉	tyok
㰲	tyok
噣	tyok
蠾	tyok
韣	tyok
蠋	tyok
玉	gyok
獄	gyok
鳿	gyok
頊	gyok
旭	xyok
頊	xyok
勗	xyok
𩔴	xyok
𩪉	xyok
輂	kyok
絭	kyok
鋦	kyok
挶	kyok
𦥑	kyok
梮	kyok
䡞	kyok
㮂	kyok
䋰	kyok
拲	kyok
𦅽	kyok
𧤑	kyok
局	cyok
跼	cyok
駶	cyok
侷	cyok
䎤	cyok
蜀	dyok
韣	dyok
蠾	dyok
欘	dyok
䙱	dyok
襩	dyok
㒔	dyok
襡	dyok
屬	dyok
属	dyok
㻿	dyok
鐲	dyok
觸	ŧyok
觕	ŧyok
歜	ŧyok
臅	ŧyok
辱	nyok
蓐	nyok
褥	nyok
鄏	nyok
縟	nyok
溽	nyok
㦺	nyok
媷	nyok
嗕	nyok
𪑾	nyok
𩱜	nyok
束	šyok
㑛	šyok
欲	jyok
浴	jyok
鵒	jyok
𩀑	jyok
鋊	jyok
輍	jyok
慾	jyok
𤞞	jyok
谷	jyok
躅	dryok
蠾	dryok
蠋	dryok
録	lyok
渌	lyok
䚄	lyok
綠	lyok
醁	lyok
騄	lyok
娽	lyok
菉	lyok
逯	lyok
䱚	lyok
籙	lyok
碌	lyok
䟿	lyok
𧨹	lyok
趢	lyok
㫽	lyok
㪖	lyok
曲	ꝁyok
䱡	ꝁyok
䒼	ꝁyok
匤	ꝁyok
瘃	tryok
𤷚	tryok
孎	tryok
斸	tryok
钃	tryok
欘	tryok
𢒔	tryok
足	țyok
哫	țyok
贖	žyok
𩌮	žyok
䴰	žyok
幞	byok
襆	byok
促	ṯyok
誎	ṯyok
趗	ṯyok
𤗁	ṯyok
𦠁	ṯyok
㹱	ṯyok
續	zyok
俗	zyok
藚	zyok
𩌮	zyok
粟	syok
𥻆	syok
憟	syok
涑	syok
𣯼	syok
玊	syok
㔄	syok
䪁	pyok
梀	ŧryok
亍	ŧryok
𥹵	ŧryok
𧼙	ŧryok
𢒔	ŧryok
㙇	ŧryok
豖	ŧryok
覺	krok
斠	krok
角	krok
桷	krok
較	krok
䡈	krok
珏	krok
瑴	krok
䮸	krok
䚫	krok
榷	krok
捔	krok
搉	krok
䁷	krok
梏	krok
傕	krok
䮤	krok
龣	krok
嶽	grok
岳	grok
樂	grok
鸑	grok
𩓥	grok
觷	grok
捳	grok
㹊	grok
浞	d̦rok
丵	d̦rok
鋜	d̦rok
灂	d̦rok
鷟	d̦rok
捔	d̦rok
澩	d̦rok
篧	d̦rok
汋	d̦rok
齺	d̦rok
𢋱	d̦rok
簎	d̦rok
捉	țrok
穛	țrok
𥼚	țrok
穱	țrok
斮	țrok
篧	țrok
𧂒	țrok
朔	srok
欶	srok
嗽	srok
矟	srok
槊	srok
蒴	srok
數	srok
箾	srok
𦂗	srok
㮶	srok
揱	srok
𦋞	srok
斲	trok
涿	trok
諑	trok
㧻	trok
琢	trok
孎	trok
卓	trok
桌	trok
𥢔	trok
啄	trok
斀	trok
啅	trok
噣	trok
𢁁	trok
䐁	trok
倬	trok
晫	trok
𢽚	trok
菿	trok
剥	prok
駮	prok
駁	prok
𩐟	prok
𦢊	prok
嚗	prok
𥭖	prok
肑	prok
爆	prok
𪇰	prok
髉	prok
㿺	prok
䑈	prok
趵	prok
邈	mrok
藐	mrok
㦝	mrok
眊	mrok
皃	mrok
毣	mrok
瞀	mrok
𢷕	mrok
瞐	mrok
雹	brok
𩅟	brok
𢷏	brok
跑	brok
𩣡	brok
䮀	brok
骲	brok
𩺽	brok
䈏	brok
瓝	brok
瓟	brok
㼎	brok
謈	brok
犦	brok
豰	brok
窇	brok
𥭓	brok
𦢊	brok
懪	brok
㩧	brok
璞	ꝑrok
㩧	ꝑrok
樸	ꝑrok
朴	ꝑrok
㹒	ꝑrok
攴	ꝑrok
墣	ꝑrok
圤	ꝑrok
颮	ꝑrok
鞄	ꝑrok
謈	ꝑrok
𤆝	ꝑrok
𥛟	ꝑrok
㺪	ꝑrok
𧴤	ꝑrok
㱿	ꝁrok
毃	ꝁrok
愨	ꝁrok
搉	ꝁrok
確	ꝁrok
碻	ꝁrok
𤿩	ꝁrok
㲉	ꝁrok
觳	ꝁrok
燩	ꝁrok
嶨	ꝁrok
礐	ꝁrok
塙	ꝁrok
𣤇	ꝁrok
硞	ꝁrok
𡴊	ꝁrok
埆	ꝁrok
𡇱	ꝁrok
濁	drok
擢	drok
濯	drok
鵫	drok
嬥	drok
𧃔	drok
鐲	drok
𢺡	drok
㺟	drok
鸀	drok
蠗	drok
鸐	drok
𩑂	drok
𢢗	drok
𩆸	drok
㪬	drok
渥	qrok
握	qrok
偓	qrok
箹	qrok
幄	qrok
楃	qrok
喔	qrok
鷽	qrok
葯	qrok
腛	qrok
𪑱	qrok
齷	qrok
媉	qrok
𦯏	qrok
龏	qrok
𠿟	qrok
䮸	qrok
搦	nrok
掉	nrok
䚥	nrok
𧢺	nrok
搙	nrok
𧣺	nrok
逴	ŧrok
趠	ŧrok
晫	ŧrok
踔	ŧrok
㪬	ŧrok
犖	lrok
䃕	lrok
𡁆	lrok
學	hrok
确	hrok
嶨	hrok
𥀣	hrok
鷽	hrok
澩	hrok
觷	hrok
㿥	hrok
翯	hrok
㕰	xrok
豿	xrok
𩌥	xrok
翯	xrok
嗀	xrok
𦰾	xrok
謞	xrok
瀥	xrok
䤕	xrok
滈	xrok
娖	ṯrok
䃗	ṯrok
𪘏	ṯrok
娕	ṯrok
擉	ṯrok
齱	ṯrok
𥭓	ṯrok
齪	ṯrok
質	tit
晊	tit
郅	tit
桎	tit
櫍	tit
蛭	tit
騭	tit
劕	tit
銍	tit
䑇	tit
鑕	tit
𡂒	tit
懫	tit
礩	tit
侄	tit
日	nit
馹	nit
衵	nit
㠴	nit
臸	nit
實	žit
秩	drit
紩	drit
帙	drit
